measurement_unit_id,country_code,domain_code,concept_id,entity_id,final_unit_type,final_query,topic_mid,query_language,selection_basis,selection_status,validation_status,signal_status,confidence_level,empirical_validation_status,technical_status,technical_attempt_count,extraction_method,model_consensus,model_confidence,score_margin,exact_validated_other_countries,official_name_check,topic_mid_format_check,ambiguity_flag,selection_rule,second_pass_decision,second_pass_confidence,final_review_status,concept_valid_keyword_count,concept_low_keyword_count,concept_valid_keyword_countries,concept_low_keyword_countries,fallback_query,source_url,inclusion_reason,review_reason,remaining_risk,notes,source_record_set
US|KTOURISM|KTOURISM_D03,US,KTOURISM,KTOURISM_D03,,keyword,Jeju Island travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Jeju%20Island%20travel&hl=en,의도어 문법 KTOURISM_D03(제주) x 미국 현지어(en),,,제주,KTOURISM_GRAMMAR_V1
US|KTOURISM|KTOURISM_P01,US,KTOURISM,KTOURISM_P01,,keyword,Japan travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Japan%20travel&hl=en,의도어 문법 KTOURISM_P01([위약] 일본 여행) x 미국 현지어(en),,위약이지만 한일 노선은 대체재 관계라 음(-)의 상관 가능 — 계수 부호까지 함께 볼 것,[위약] 일본 여행,KTOURISM_GRAMMAR_V1
US|KTOURISM|KTOURISM_P02,US,KTOURISM,KTOURISM_P02,,keyword,Thailand travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=US&q=Thailand%20travel&hl=en,의도어 문법 KTOURISM_P02([위약] 태국 여행) x 미국 현지어(en),,,[위약] 태국 여행,KTOURISM_GRAMMAR_V1
GB|KTOURISM|KTOURISM_C02,GB,KTOURISM,KTOURISM_C02,,topic,/g/11h_5y_9w7,/g/11h_5y_9w7,und,RULE_GRAMMAR,RULE_SELECTED,INHERITED_VALIDATED_MID,UNKNOWN,INHERITED,NOT_YET_TESTED,NOT_TECHNICAL,,MID_PROPAGATED,,,,"IN,SA",,PASS,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,South Korea tourism,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=GB&q=%2Fg%2F11h_5y_9w7&hl=en,의도어 문법 KTOURISM_C02(한국 관광 일반) x 영국 현지어(en),기존 사전에 같은 concept_id 가 영어 질의로 존재 — 병합 시 택일 필요,,한국 관광 일반,KTOURISM_GRAMMAR_V1
GB|KTOURISM|KTOURISM_S01,GB,KTOURISM,KTOURISM_S01,,keyword,flights to Korea,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=GB&q=flights%20to%20Korea&hl=en,의도어 문법 KTOURISM_S01(항공권 (이동)) x 영국 현지어(en),,,항공권 (이동),KTOURISM_GRAMMAR_V1
GB|KTOURISM|KTOURISM_S02,GB,KTOURISM,KTOURISM_S02,,keyword,Seoul hotels,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=GB&q=Seoul%20hotels&hl=en,의도어 문법 KTOURISM_S02(숙박) x 영국 현지어(en),,숙박은 서울로 고정 — 지방 체류 의도를 놓친다,숙박,KTOURISM_GRAMMAR_V1
GB|KTOURISM|KTOURISM_S03,GB,KTOURISM,KTOURISM_S03,,topic,/g/11t7fqrvlx,/g/11t7fqrvlx,und,RULE_GRAMMAR,RULE_SELECTED,INHERITED_VALIDATED_MID,UNKNOWN,INHERITED,NOT_YET_TESTED,NOT_TECHNICAL,,MID_PROPAGATED,,,,AR,,PASS,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,Korea tour packages,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=GB&q=%2Fg%2F11t7fqrvlx&hl=en,의도어 문법 KTOURISM_S03(투어 패키지) x 영국 현지어(en),기존 사전에 같은 concept_id 가 영어 질의로 존재 — 병합 시 택일 필요,,투어 패키지,KTOURISM_GRAMMAR_V1
GB|KTOURISM|KTOURISM_S04,GB,KTOURISM,KTOURISM_S04,,keyword,Korea visa,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=GB&q=Korea%20visa&hl=en,의도어 문법 KTOURISM_S04(비자·입국) x 영국 현지어(en),,무비자 국가(US·GB·FR·DE·JP·AU 등)에서는 K-ETA 검색이 대부분이라 입국 의도 강도가 국가별로 비대칭,비자·입국,KTOURISM_GRAMMAR_V1
GB|KTOURISM|KTOURISM_D01,GB,KTOURISM,KTOURISM_D01,,keyword,Seoul travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=GB&q=Seoul%20travel&hl=en,의도어 문법 KTOURISM_D01(서울) x 영국 현지어(en),,,서울,KTOURISM_GRAMMAR_V1
GB|KTOURISM|KTOURISM_D02,GB,KTOURISM,KTOURISM_D02,,keyword,Busan travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=GB&q=Busan%20travel&hl=en,의도어 문법 KTOURISM_D02(부산) x 영국 현지어(en),,Busan 은 영화제·엑스포 유치 뉴스로 여행 무관 급등 가능,부산,KTOURISM_GRAMMAR_V1
GB|KTOURISM|KTOURISM_D03,GB,KTOURISM,KTOURISM_D03,,keyword,Jeju Island travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=GB&q=Jeju%20Island%20travel&hl=en,의도어 문법 KTOURISM_D03(제주) x 영국 현지어(en),,,제주,KTOURISM_GRAMMAR_V1
GB|KTOURISM|KTOURISM_P01,GB,KTOURISM,KTOURISM_P01,,keyword,Japan travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=GB&q=Japan%20travel&hl=en,의도어 문법 KTOURISM_P01([위약] 일본 여행) x 영국 현지어(en),,위약이지만 한일 노선은 대체재 관계라 음(-)의 상관 가능 — 계수 부호까지 함께 볼 것,[위약] 일본 여행,KTOURISM_GRAMMAR_V1
GB|KTOURISM|KTOURISM_P02,GB,KTOURISM,KTOURISM_P02,,keyword,Thailand travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=GB&q=Thailand%20travel&hl=en,의도어 문법 KTOURISM_P02([위약] 태국 여행) x 영국 현지어(en),,,[위약] 태국 여행,KTOURISM_GRAMMAR_V1
AU|KTOURISM|KTOURISM_C02,AU,KTOURISM,KTOURISM_C02,,topic,/g/11h_5y_9w7,/g/11h_5y_9w7,und,RULE_GRAMMAR,RULE_SELECTED,INHERITED_VALIDATED_MID,UNKNOWN,INHERITED,NOT_YET_TESTED,NOT_TECHNICAL,,MID_PROPAGATED,,,,"IN,SA",,PASS,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,South Korea tourism,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AU&q=%2Fg%2F11h_5y_9w7&hl=en,의도어 문법 KTOURISM_C02(한국 관광 일반) x 호주 현지어(en),기존 사전에 같은 concept_id 가 영어 질의로 존재 — 병합 시 택일 필요,,한국 관광 일반,KTOURISM_GRAMMAR_V1
AU|KTOURISM|KTOURISM_S01,AU,KTOURISM,KTOURISM_S01,,keyword,flights to Korea,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AU&q=flights%20to%20Korea&hl=en,의도어 문법 KTOURISM_S01(항공권 (이동)) x 호주 현지어(en),,,항공권 (이동),KTOURISM_GRAMMAR_V1
AU|KTOURISM|KTOURISM_S02,AU,KTOURISM,KTOURISM_S02,,keyword,Seoul hotels,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AU&q=Seoul%20hotels&hl=en,의도어 문법 KTOURISM_S02(숙박) x 호주 현지어(en),,숙박은 서울로 고정 — 지방 체류 의도를 놓친다,숙박,KTOURISM_GRAMMAR_V1
AU|KTOURISM|KTOURISM_S03,AU,KTOURISM,KTOURISM_S03,,topic,/g/11t7fqrvlx,/g/11t7fqrvlx,und,RULE_GRAMMAR,RULE_SELECTED,INHERITED_VALIDATED_MID,UNKNOWN,INHERITED,NOT_YET_TESTED,NOT_TECHNICAL,,MID_PROPAGATED,,,,AR,,PASS,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,Korea tour packages,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AU&q=%2Fg%2F11t7fqrvlx&hl=en,의도어 문법 KTOURISM_S03(투어 패키지) x 호주 현지어(en),기존 사전에 같은 concept_id 가 영어 질의로 존재 — 병합 시 택일 필요,,투어 패키지,KTOURISM_GRAMMAR_V1
AU|KTOURISM|KTOURISM_S04,AU,KTOURISM,KTOURISM_S04,,keyword,Korea visa,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AU&q=Korea%20visa&hl=en,의도어 문법 KTOURISM_S04(비자·입국) x 호주 현지어(en),,무비자 국가(US·GB·FR·DE·JP·AU 등)에서는 K-ETA 검색이 대부분이라 입국 의도 강도가 국가별로 비대칭,비자·입국,KTOURISM_GRAMMAR_V1
AU|KTOURISM|KTOURISM_D01,AU,KTOURISM,KTOURISM_D01,,keyword,Seoul travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AU&q=Seoul%20travel&hl=en,의도어 문법 KTOURISM_D01(서울) x 호주 현지어(en),,,서울,KTOURISM_GRAMMAR_V1
AU|KTOURISM|KTOURISM_D02,AU,KTOURISM,KTOURISM_D02,,keyword,Busan travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AU&q=Busan%20travel&hl=en,의도어 문법 KTOURISM_D02(부산) x 호주 현지어(en),,Busan 은 영화제·엑스포 유치 뉴스로 여행 무관 급등 가능,부산,KTOURISM_GRAMMAR_V1
AU|KTOURISM|KTOURISM_D03,AU,KTOURISM,KTOURISM_D03,,keyword,Jeju Island travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AU&q=Jeju%20Island%20travel&hl=en,의도어 문법 KTOURISM_D03(제주) x 호주 현지어(en),,,제주,KTOURISM_GRAMMAR_V1
AU|KTOURISM|KTOURISM_P01,AU,KTOURISM,KTOURISM_P01,,keyword,Japan travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AU&q=Japan%20travel&hl=en,의도어 문법 KTOURISM_P01([위약] 일본 여행) x 호주 현지어(en),,위약이지만 한일 노선은 대체재 관계라 음(-)의 상관 가능 — 계수 부호까지 함께 볼 것,[위약] 일본 여행,KTOURISM_GRAMMAR_V1
AU|KTOURISM|KTOURISM_P02,AU,KTOURISM,KTOURISM_P02,,keyword,Thailand travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=AU&q=Thailand%20travel&hl=en,의도어 문법 KTOURISM_P02([위약] 태국 여행) x 호주 현지어(en),,,[위약] 태국 여행,KTOURISM_GRAMMAR_V1
ZA|KTOURISM|KTOURISM_C02,ZA,KTOURISM,KTOURISM_C02,,topic,/g/11h_5y_9w7,/g/11h_5y_9w7,und,RULE_GRAMMAR,RULE_SELECTED,INHERITED_VALIDATED_MID,UNKNOWN,INHERITED,NOT_YET_TESTED,NOT_TECHNICAL,,MID_PROPAGATED,,,,"IN,SA",,PASS,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,South Korea tourism,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=ZA&q=%2Fg%2F11h_5y_9w7&hl=en,의도어 문법 KTOURISM_C02(한국 관광 일반) x 남아공 현지어(en),기존 사전에 같은 concept_id 가 영어 질의로 존재 — 병합 시 택일 필요,,한국 관광 일반,KTOURISM_GRAMMAR_V1
ZA|KTOURISM|KTOURISM_S01,ZA,KTOURISM,KTOURISM_S01,,keyword,flights to Korea,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=ZA&q=flights%20to%20Korea&hl=en,의도어 문법 KTOURISM_S01(항공권 (이동)) x 남아공 현지어(en),,,항공권 (이동),KTOURISM_GRAMMAR_V1
ZA|KTOURISM|KTOURISM_S02,ZA,KTOURISM,KTOURISM_S02,,keyword,Seoul hotels,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=ZA&q=Seoul%20hotels&hl=en,의도어 문법 KTOURISM_S02(숙박) x 남아공 현지어(en),,숙박은 서울로 고정 — 지방 체류 의도를 놓친다,숙박,KTOURISM_GRAMMAR_V1
ZA|KTOURISM|KTOURISM_S03,ZA,KTOURISM,KTOURISM_S03,,topic,/g/11t7fqrvlx,/g/11t7fqrvlx,und,RULE_GRAMMAR,RULE_SELECTED,INHERITED_VALIDATED_MID,UNKNOWN,INHERITED,NOT_YET_TESTED,NOT_TECHNICAL,,MID_PROPAGATED,,,,AR,,PASS,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,Korea tour packages,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=ZA&q=%2Fg%2F11t7fqrvlx&hl=en,의도어 문법 KTOURISM_S03(투어 패키지) x 남아공 현지어(en),기존 사전에 같은 concept_id 가 영어 질의로 존재 — 병합 시 택일 필요,,투어 패키지,KTOURISM_GRAMMAR_V1
ZA|KTOURISM|KTOURISM_S04,ZA,KTOURISM,KTOURISM_S04,,keyword,Korea visa,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=ZA&q=Korea%20visa&hl=en,의도어 문법 KTOURISM_S04(비자·입국) x 남아공 현지어(en),,무비자 국가(US·GB·FR·DE·JP·AU 등)에서는 K-ETA 검색이 대부분이라 입국 의도 강도가 국가별로 비대칭,비자·입국,KTOURISM_GRAMMAR_V1
ZA|KTOURISM|KTOURISM_D01,ZA,KTOURISM,KTOURISM_D01,,keyword,Seoul travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=ZA&q=Seoul%20travel&hl=en,의도어 문법 KTOURISM_D01(서울) x 남아공 현지어(en),,,서울,KTOURISM_GRAMMAR_V1
ZA|KTOURISM|KTOURISM_D02,ZA,KTOURISM,KTOURISM_D02,,keyword,Busan travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=ZA&q=Busan%20travel&hl=en,의도어 문법 KTOURISM_D02(부산) x 남아공 현지어(en),,Busan 은 영화제·엑스포 유치 뉴스로 여행 무관 급등 가능,부산,KTOURISM_GRAMMAR_V1
ZA|KTOURISM|KTOURISM_D03,ZA,KTOURISM,KTOURISM_D03,,keyword,Jeju Island travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=ZA&q=Jeju%20Island%20travel&hl=en,의도어 문법 KTOURISM_D03(제주) x 남아공 현지어(en),,,제주,KTOURISM_GRAMMAR_V1
ZA|KTOURISM|KTOURISM_P01,ZA,KTOURISM,KTOURISM_P01,,keyword,Japan travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=ZA&q=Japan%20travel&hl=en,의도어 문법 KTOURISM_P01([위약] 일본 여행) x 남아공 현지어(en),,위약이지만 한일 노선은 대체재 관계라 음(-)의 상관 가능 — 계수 부호까지 함께 볼 것,[위약] 일본 여행,KTOURISM_GRAMMAR_V1
ZA|KTOURISM|KTOURISM_P02,ZA,KTOURISM,KTOURISM_P02,,keyword,Thailand travel,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=ZA&q=Thailand%20travel&hl=en,의도어 문법 KTOURISM_P02([위약] 태국 여행) x 남아공 현지어(en),,,[위약] 태국 여행,KTOURISM_GRAMMAR_V1
IN|KTOURISM|KTOURISM_C02,IN,KTOURISM,KTOURISM_C02,,topic,/g/11h_5y_9w7,/g/11h_5y_9w7,und,RULE_GRAMMAR,RULE_SELECTED,INHERITED_VALIDATED_MID,UNKNOWN,INHERITED,NOT_YET_TESTED,NOT_TECHNICAL,,MID_PROPAGATED,,,,"IN,SA",,PASS,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,South Korea tourism,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=IN&q=%2Fg%2F11h_5y_9w7&hl=en,의도어 문법 KTOURISM_C02(한국 관광 일반) x 인도 현지어(en),기존 사전에 같은 concept_id 가 영어 질의로 존재 — 병합 시 택일 필요,,한국 관광 일반,KTOURISM_GRAMMAR_V1
IN|KTOURISM|KTOURISM_S01,IN,KTOURISM,KTOURISM_S01,,keyword,flights to Korea,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=IN&q=flights%20to%20Korea&hl=en,의도어 문법 KTOURISM_S01(항공권 (이동)) x 인도 현지어(en),,,항공권 (이동),KTOURISM_GRAMMAR_V1
IN|KTOURISM|KTOURISM_S02,IN,KTOURISM,KTOURISM_S02,,keyword,Seoul hotels,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=IN&q=Seoul%20hotels&hl=en,의도어 문법 KTOURISM_S02(숙박) x 인도 현지어(en),,숙박은 서울로 고정 — 지방 체류 의도를 놓친다,숙박,KTOURISM_GRAMMAR_V1
IN|KTOURISM|KTOURISM_S03,IN,KTOURISM,KTOURISM_S03,,topic,/g/11t7fqrvlx,/g/11t7fqrvlx,und,RULE_GRAMMAR,RULE_SELECTED,INHERITED_VALIDATED_MID,UNKNOWN,INHERITED,NOT_YET_TESTED,NOT_TECHNICAL,,MID_PROPAGATED,,,,AR,,PASS,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,Korea tour packages,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=IN&q=%2Fg%2F11t7fqrvlx&hl=en,의도어 문법 KTOURISM_S03(투어 패키지) x 인도 현지어(en),기존 사전에 같은 concept_id 가 영어 질의로 존재 — 병합 시 택일 필요,,투어 패키지,KTOURISM_GRAMMAR_V1
IN|KTOURISM|KTOURISM_S04,IN,KTOURISM,KTOURISM_S04,,keyword,Korea visa,,en,RULE_GRAMMAR,RULE_SELECTED,PENDING_EMPIRICAL,UNKNOWN,PENDING,NOT_YET_TESTED,PENDING_DOM_EXTRACTION,,RULE_GENERATED,,,,,,N/A,,GRAMMAR-LOCALIZED-1.0,NOT_REQUIRED,,PENDING_EMPIRICAL_VALIDATION,,,,,,https://trends.google.com/trends/explore?date=2018-01-01%202026-08-09&geo=IN&q=Korea%20visa&hl=en,의도어 문법 KTOURISM_S04(비자·입국) x 인도 현지어(en),,무비자 국가(US·GB·FR·DE·JP·AU 등)에서는 K-ETA 검색이 대부분이라 입국 의도 강도가 국가별로 비대칭,비자·입국,KTOURISM_GRAMMAR_V1
